City,State,Year Built,Bathrooms,Bedrooms,Square Footage,List Price,House Type,City_freq,House Age,House Size
Alexandria,VA,1941.0,1,2,930.0,449000.0,Apartment/Condo,307,84.0,Small
Washington,DC,1941.0,2,3,1744.0,1112000.0,Single-Family Home,188,84.0,Medium
Baltimore,MD,1986.0,2,3,572.0,59950.0,Unknown,497,39.0,Small
Pasadena,MD,1973.0,2,4,17660.0,490000.0,Single-Family Home,22,52.0,Large
Reisterstown,MD,1975.0,3,4,14861.0,475000.0,Single-Family Home,12,50.0,Large
Capitol Heights,MD,1986.0,4,4,2.0,324940.0,Other,20,39.0,Medium
Manassas,VA,1960.0,2,3,1285.0,249700.0,Townhouse,97,65.0,Small
Baltimore,MD,1920.0,2,2,1500.0,80000.0,Townhouse,497,105.0,Medium
Frederick,MD,2013.0,4,4,2532.0,440000.0,Single-Family Home,33,12.0,Large
Waldorf,MD,1984.0,1,3,1344.0,330900.0,Townhouse,112,41.0,Medium
Dumfries,VA,2007.0,4,5,2900.0,710000.0,Single-Family Home,49,18.0,Large
Baltimore,MD,1967.0,3,4,2562.0,499900.0,Single-Family Home,497,58.0,Large
Oxon Hill,MD,1966.0,1,2,890.0,149000.0,Apartment/Condo,7,59.0,Small
Washington,DC,1936.0,3,5,1318.0,700000.0,Other,188,89.0,Medium
Landover,MD,1946.0,1,3,1875.0,420069.0,Single-Family Home,3,79.0,Medium
Severn,MD,1986.0,2,3,1942.0,115000.0,Unknown,12,39.0,Medium
Reston,VA,1972.0,4,4,2785.0,675000.0,Single-Family Home,47,53.0,Large
Frederick,MD,1986.0,3,3,1942.0,549900.0,Unknown,33,39.0,Medium
Arlington,VA,1950.0,2,4,2000.0,830000.0,Single-Family Home,262,75.0,Medium
Annapolis,MD,1978.0,3,3,1707.0,885000.0,Single-Family Home,44,47.0,Medium
Shady Side,MD,1986.0,2,3,1942.0,59000.0,Unknown,5,39.0,Medium
Washington,DC,1910.0,3,3,2130.0,1100000.0,Single-Family Home,188,115.0,Medium
Stafford,VA,1934.0,2,1,1000.0,280000.0,Other,39,91.0,Small
Baltimore,MD,1986.0,1,2,840.0,79940.0,Apartment/Condo,497,39.0,Small
Baltimore,MD,1987.0,2,3,1558.0,354900.0,Townhouse,497,38.0,Medium
Upper Marlboro,MD,1990.0,3,4,22162.880000000077,589000.0,Single-Family Home,124,35.0,Large
Baltimore,MD,1920.0,1,3,1275.0,105900.0,Townhouse,497,105.0,Small
Germantown,MD,1989.0,3,4,1320.0,325500.0,Townhouse,16,36.0,Medium
Baltimore,MD,1952.0,2,5,1716.0,370000.0,Single-Family Home,497,73.0,Medium
Baltimore,MD,1987.0,1,3,1600.0,310000.0,Townhouse,497,38.0,Medium
Springfield,VA,1965.0,2,3,1850.0,659500.0,Single-Family Home,52,60.0,Medium
Centreville,VA,1993.0,4,3,1470.0,520000.0,Townhouse,30,32.0,Medium
Baltimore,MD,2015.0,4,5,2744.0,724999.0,Single-Family Home,497,10.0,Large
Mechanicsville,MD,1983.0,4,3,3718.0,600000.0,Single-Family Home,9,42.0,Large
Warrenton,VA,2003.0,3,4,4500.0,650000.0,Single-Family Home,16,22.0,Large
Baltimore,MD,1986.0,2,5,2.0,159900.0,Other,497,39.0,Medium
Glen Burnie,MD,1948.0,4,5,2727.0,500000.0,Single-Family Home,28,77.0,Large
Bowie,MD,1972.0,2,3,11800.0,295000.0,Single-Family Home,110,53.0,Large
Columbia,MD,1986.0,2,3,1942.0,480000.0,Unknown,50,39.0,Medium
Baltimore,MD,1947.0,2,3,2250.0,375000.0,Unknown,497,78.0,Medium
Pasadena,MD,1960.0,2,4,2000.0,340000.0,Single-Family Home,22,65.0,Medium
La Plata,MD,1986.0,2,3,1942.0,52000.0,Unknown,16,39.0,Medium
Baltimore,MD,1910.0,2,2,1224.0,279900.0,Townhouse,497,115.0,Small
Waldorf,MD,1997.0,3,4,2104.0,720000.0,Single-Family Home,112,28.0,Medium
Capitol Heights,MD,1985.0,2,3,1140.0,310000.0,Townhouse,20,40.0,Small
Ashburn,VA,2003.0,4,5,2849.0,1200000.0,Single-Family Home,104,22.0,Large
Alexandria,VA,1986.0,1,3,1590.0,399900.0,Townhouse,307,39.0,Medium
Crofton,MD,1998.0,1,2,1198.0,275000.0,Townhouse,11,27.0,Small
Leesburg,VA,2000.0,2,3,2408.0,580000.0,Single-Family Home,78,25.0,Medium
Randallstown,MD,1948.0,1,1,18000.0,199999.0,Other,7,77.0,Large
Sykesville,MD,1981.0,3,4,22162.880000000077,599900.0,Single-Family Home,6,44.0,Large
Urbana,MD,2020.0,4,3,2640.0,650000.0,Single-Family Home,1,5.0,Large
Baltimore,MD,1920.0,3,2,1400.0,360000.0,Townhouse,497,105.0,Medium
Stafford,VA,2000.0,4,4,3000.0,565000.0,Single-Family Home,39,25.0,Large
Warrenton,VA,2006.0,5,5,5000.0,847900.0,Single-Family Home,16,19.0,Large
Columbia,MD,1976.0,2,3,2256.0,530000.0,Single-Family Home,50,49.0,Medium
Annandale,VA,1986.0,2,3,1942.0,34953.92,Unknown,46,39.0,Medium
Baltimore,MD,1957.0,2,4,1348.0,310000.0,Townhouse,497,68.0,Medium
Deale,MD,2021.0,5,5,4058.0,950000.0,Single-Family Home,2,4.0,Large
Silver Spring,MD,1968.0,3,4,1892.0,650000.0,Single-Family Home,156,57.0,Medium
Columbia,MD,1970.0,2,3,2148.0,489900.0,Single-Family Home,50,55.0,Medium
Arnold,MD,1989.0,2,3,20520.0,639000.0,Single-Family Home,7,36.0,Large
Reston,VA,1974.0,2,3,1029.0,350000.0,Townhouse,47,51.0,Small
Baltimore,MD,1986.0,2,3,2.0,159900.0,Other,497,39.0,Medium
West Friendship,MD,1920.0,1,3,1716.0,325000.0,Single-Family Home,4,105.0,Medium
Annandale,VA,1998.0,5,6,4650.0,1456280.0000000007,Single-Family Home,46,27.0,Large
Parkville,MD,1986.0,2,5,1600.0,265000.0,Other,9,39.0,Medium
Gainesville,VA,2004.0,5,6,5751.0,1000000.0,Single-Family Home,37,21.0,Large
Glenwood,MD,1986.0,2,3,1942.0,395000.0,Unknown,2,39.0,Medium
Baltimore,MD,1926.0,2,3,1700.0,419500.0,Single-Family Home,497,99.0,Medium
Hyattsville,MD,1950.0,3,3,2200.0,300000.0,Single-Family Home,90,75.0,Medium
Upper Marlboro,MD,1976.0,2,2,1082.0,187000.0,Townhouse,124,49.0,Small
Arlington,VA,1965.0,1,2,1063.0,370000.0,Townhouse,262,60.0,Small
Alexandria,VA,1949.0,2,2,1224.0,524990.0,Townhouse,307,76.0,Small
Purcellville,VA,1986.0,4,4,5623.0,998000.0,Single-Family Home,6,39.0,Large
Gaithersburg,MD,1985.0,5,4,22162.880000000077,1100000.0,Single-Family Home,94,40.0,Large
White Plains,MD,1977.0,3,4,22162.880000000077,500000.0,Single-Family Home,5,48.0,Large
Coltons Point,MD,2008.0,3,3,15550.0,365000.0,Single-Family Home,1,17.0,Large
Baltimore,MD,1997.0,3,3,19040.0,400000.0,Single-Family Home,497,28.0,Large
Washington,DC,1986.0,2,3,1942.0,350000.0,Unknown,188,39.0,Medium
Fredericksburg,VA,2006.0,4,5,3572.0,768000.0,Single-Family Home,26,19.0,Large
Dundalk,MD,1944.0,1,2,756.0,102000.0,Apartment/Condo,14,81.0,Small
Baltimore,MD,1989.0,2,3,1220.0,379999.0,Townhouse,497,36.0,Small
Edgewater,MD,2001.0,2,3,2517.0,459000.0,Single-Family Home,12,24.0,Medium
Annapolis,MD,1991.0,3,3,1320.0,365000.0,Townhouse,44,34.0,Medium
Dundalk,MD,1955.0,1,2,15500.0,185000.0,Other,14,70.0,Large
Hanover,MD,2012.0,4,3,2400.0,495000.0,Single-Family Home,8,13.0,Medium
White Plains,MD,2004.0,4,5,2418.0,595000.0,Single-Family Home,5,21.0,Medium
Baltimore,MD,1945.0,1,3,990.0,219000.0,Other,497,80.0,Small
Oakton,VA,1986.0,2,3,1942.0,900000.0,Unknown,7,39.0,Medium
Edgewater,MD,2003.0,2,3,2488.0,478000.0,Single-Family Home,12,22.0,Medium
Leonardtown,MD,1986.0,2,3,1942.0,60000.0,Unknown,6,39.0,Medium
Manassas,VA,1996.0,2,3,1770.0,364500.0,Single-Family Home,97,29.0,Medium
Baltimore,MD,1942.0,1,3,928.0,139999.0,Other,497,83.0,Small
Baltimore,MD,1879.36,2,2,864.0,169900.0,Apartment/Condo,497,145.6400000000001,Small
Mc Lean,VA,1978.0,2,2,1132.0,489000.0,Townhouse,6,47.0,Small
Baltimore,MD,1920.0,3,3,1400.0,337000.0,Townhouse,497,105.0,Medium
Pikesville,MD,2000.0,2,2,1250.0,250000.0,Townhouse,6,25.0,Small
Baltimore,MD,1986.0,1,4,2.0,131955.0,Other,497,39.0,Medium
Purcellville,VA,1986.0,1,1,1942.0,399000.0,Unknown,6,39.0,Medium
Silver Spring,MD,2020.0,4,4,2320.0,779000.0,Single-Family Home,156,5.0,Medium
Springfield,VA,1958.0,2,3,1545.0,622500.0,Townhouse,52,67.0,Medium
Millersville,MD,1980.0,3,6,22162.880000000077,924900.0,Single-Family Home,7,45.0,Large
Catonsville,MD,1986.0,2,5,2.0,249950.0,Other,5,39.0,Medium
Baltimore,MD,1918.0,2,3,1255.0,255000.0,Townhouse,497,107.0,Small
Pasadena,MD,1979.0,3,4,22162.880000000077,485000.0,Single-Family Home,22,46.0,Large
Temple Hills,MD,1990.0,2,3,1942.0,40000.0,Unknown,6,35.0,Medium
Capitol Heights,MD,1941.0,1,2,1185.0,360000.0,Townhouse,20,84.0,Small
Baltimore,MD,1986.0,3,6,1942.0,157000.0,Unknown,497,39.0,Medium
Baltimore,MD,1947.0,2,4,1314.0,390000.0,Townhouse,497,78.0,Medium
Alexandria,VA,1942.0,1,1,610.0,262000.0,Apartment/Condo,307,83.0,Small
Woodbridge,VA,1969.0,2,5,2100.0,465000.0,Single-Family Home,156,56.0,Medium
Gainesville,VA,2010.0,3,3,1578.0,355000.0,Townhouse,37,15.0,Medium
Laurel,MD,1986.0,2,4,1942.0,549900.0,Unknown,65,39.0,Medium
Indian Head,MD,1988.0,3,4,2408.0,540000.0,Single-Family Home,3,37.0,Medium
Ashburn,VA,1986.0,2,3,1942.0,50000.0,Unknown,104,39.0,Medium
Springfield,VA,1977.0,3,5,1138.0,550000.0,Other,52,48.0,Small
Manassas,VA,1986.0,2,3,1270.0,415000.0,Townhouse,97,39.0,Small
Baltimore,MD,1930.0,2,3,1360.0,269000.0,Townhouse,497,95.0,Medium
Sunderland,MD,1986.0,2,3,1942.0,225000.0,Unknown,2,39.0,Medium
Kensington,MD,1957.0,3,4,1650.0,499500.0,Townhouse,3,68.0,Medium
Reisterstown,MD,1986.0,2,3,1942.0,375000.0,Unknown,12,39.0,Medium
Falls Church,VA,1970.0,1,1,785.0,215000.0,Apartment/Condo,76,55.0,Small
Ashburn,VA,1994.0,4,4,1643.0,499000.0,Townhouse,104,31.0,Medium
Essex,MD,1954.0,1,3,1170.0,200000.0,Townhouse,14,71.0,Small
Baltimore,MD,1920.0,3,5,1942.0,149000.0,Unknown,497,105.0,Medium
Sterling,VA,1999.0,2,3,2100.0,460000.0,Single-Family Home,92,26.0,Medium
Gaithersburg,MD,1969.0,3,3,10913.0,575500.0,Single-Family Home,94,56.0,Large
Bethesda,MD,1986.0,3,3,1506.0,925000.0,Townhouse,96,39.0,Medium
Washington,DC,1919.0,3,4,2420.0,975000.0,Single-Family Home,188,106.0,Medium
Jessup,MD,1990.0,3,4,1920.0,500000.0,Single-Family Home,5,35.0,Medium
Annandale,VA,1951.0,4,4,4391.0,1000000.0,Single-Family Home,46,74.0,Large
Baltimore,MD,1908.0,1,3,18100.0,319000.0,Single-Family Home,497,117.0,Large
Arnold,MD,1985.0,2,3,1364.0,345000.0,Townhouse,7,40.0,Medium
Leonardtown,MD,2012.0,4,5,3400.0,530000.0,Single-Family Home,6,13.0,Large
Ellicott City,MD,1985.0,3,4,22162.880000000077,625000.0,Single-Family Home,58,40.0,Large
Vienna,VA,1963.0,1,2,986.0,289000.0,Apartment/Condo,79,62.0,Small
Pasadena,MD,1953.0,1,3,8140.0,620000.0,Single-Family Home,22,72.0,Large
Alexandria,VA,1965.0,2,2,1042.0,260000.0,Townhouse,307,60.0,Small
Harpers Ferry,WV,1986.0,2,3,1942.0,34953.92,Unknown,16,39.0,Medium
Baltimore,MD,1913.0,1,3,744.0,79000.0,Other,497,112.0,Small
Lutherville Timonium,MD,1961.0,3,4,2380.0,505000.0,Single-Family Home,21,64.0,Medium
Hanover,MD,2012.0,3,3,1680.0,479990.0,Townhouse,8,13.0,Medium
Baltimore,MD,1929.0,2,3,1380.0,180000.0,Unknown,497,96.0,Medium
Washington,DC,1957.0,1,1,504.0,197000.0,Apartment/Condo,188,68.0,Small
Middleburg,VA,1879.36,2,3,2800.0,1456280.0000000007,Single-Family Home,4,145.6400000000001,Large
Ashburn,VA,2003.0,4,4,2928.0,755000.0,Single-Family Home,104,22.0,Large
Baltimore,MD,2006.0,3,3,2024.0,395000.0,Single-Family Home,497,19.0,Medium
Baltimore,MD,1950.0,2,3,1024.0,139900.0,Townhouse,497,75.0,Small
Manassas,VA,1977.0,3,3,1253.0,275000.0,Townhouse,97,48.0,Small
Edgewater,MD,1986.0,2,3,1942.0,699000.0,Unknown,12,39.0,Medium
Mount Airy,MD,1924.0,1,2,6240.0,200000.0,Other,7,101.0,Large
Baltimore,MD,1910.0,1,3,1080.0,260000.0,Townhouse,497,115.0,Small
Baltimore,MD,1935.0,2,3,1140.0,90000.0,Townhouse,497,90.0,Small
Mclean,VA,1957.0,3,4,1246.0,949000.0,Townhouse,148,68.0,Small
Alexandria,VA,1949.0,1,2,992.0,478900.0,Apartment/Condo,307,76.0,Small
Silver Spring,MD,1962.0,4,5,2316.0,820000.0,Single-Family Home,156,63.0,Medium
Sterling,VA,2000.0,3,4,2530.0,629000.0,Single-Family Home,92,25.0,Large
Clarksburg,MD,2018.0,4,4,3288.0,895000.0,Single-Family Home,8,7.0,Large
Catonsville,MD,1988.0,3,3,1964.0,365000.0,Single-Family Home,5,37.0,Medium
Rockville,MD,1987.0,1,1,827.0,315000.0,Apartment/Condo,84,38.0,Small
Gaithersburg,MD,1968.0,2,2,1110.0,34953.92,Townhouse,94,57.0,Small
Baltimore,MD,1913.0,1,3,676.0,45000.0,Other,497,112.0,Small
Arlington,VA,1980.0,2,2,1398.0,750000.0,Townhouse,262,45.0,Medium
Alexandria,VA,1989.0,3,3,1464.0,450000.0,Townhouse,307,36.0,Medium
Baltimore,MD,1916.0,4,3,1435.0,162000.0,Townhouse,497,109.0,Medium
Crofton,MD,1993.0,3,4,2858.0,634900.0,Single-Family Home,11,32.0,Large
Beltsville,MD,1986.0,2,2,989.0,169900.0,Apartment/Condo,8,39.0,Small
Perry Hall,MD,1993.0,3,2,1340.0,230000.0,Townhouse,9,32.0,Medium
Burke,VA,1980.0,2,3,1710.0,520000.0,Single-Family Home,16,45.0,Medium
Alexandria,VA,1959.0,1,2,862.0,334000.0,Apartment/Condo,307,66.0,Small
Pasadena,MD,2017.0,4,4,22162.880000000077,650000.0,Single-Family Home,22,8.0,Large
Rock Hall,MD,2008.0,2,3,1400.0,337995.0,Townhouse,6,17.0,Medium
Baltimore,MD,1923.0,1,3,1520.0,100000.0,Townhouse,497,102.0,Medium
Arlington,VA,1938.0,2,2,1300.0,785000.0,Townhouse,262,87.0,Medium
Vienna,VA,1956.0,3,4,2000.0,1200000.0,Single-Family Home,79,69.0,Medium
Alexandria,VA,1971.0,1,3,1280.0,469000.0,Townhouse,307,54.0,Small
Arnold,MD,1984.0,4,4,22162.880000000077,1349000.0,Single-Family Home,7,41.0,Large
Rockville,MD,1971.0,2,3,1391.0,300000.0,Townhouse,84,54.0,Medium
Mount Airy,MD,1974.0,2,3,2669.0,520000.0,Single-Family Home,7,51.0,Large
Harpers Ferry,WV,1968.0,2,2,1800.0,245000.0,Other,16,57.0,Medium
La Plata,MD,1966.0,2,4,1400.0,319900.0,Townhouse,16,59.0,Medium
Arlington,VA,1976.0,3,2,1603.0,625000.0,Townhouse,262,49.0,Medium
Herndon,VA,2000.0,3,5,3211.0,699000.0,Single-Family Home,23,25.0,Large
Fairfax,VA,1959.0,2,3,1380.0,680000.0,Townhouse,110,66.0,Medium
Warrenton,VA,2003.0,2,2,1527.0,500000.0,Townhouse,16,22.0,Medium
Fredericksburg,VA,2014.0,2,2,1513.0,339500.0,Townhouse,26,11.0,Medium
Laurel,MD,2017.0,3,3,2760.0,655000.0,Single-Family Home,65,8.0,Large
Washington,DC,1965.0,1,3,382.0,259999.0,Unknown,188,60.0,Small
Leesburg,VA,2015.0,3,3,1622.0,495000.0,Townhouse,78,10.0,Medium
Haymarket,VA,1989.0,2,3,1160.0,347500.0,Townhouse,41,36.0,Small
Parkville,MD,1934.0,3,3,22000.0,325000.0,Single-Family Home,9,91.0,Large
Shady Side,MD,1986.0,2,3,1942.0,34953.92,Unknown,5,39.0,Medium
Hyattsville,MD,1978.0,3,3,1452.0,325000.0,Townhouse,90,47.0,Medium
Gaithersburg,MD,1992.0,5,5,2880.0,795000.0,Single-Family Home,94,33.0,Large
Alexandria,VA,1958.0,3,5,2192.0,620000.0,Single-Family Home,307,67.0,Medium
Waldorf,MD,1968.0,3,4,22001.0,500000.0,Single-Family Home,112,57.0,Large
Upper Marlboro,MD,1996.0,2,2,1200.0,310000.0,Townhouse,124,29.0,Small
Stevensville,MD,1956.0,2,4,2306.0,1000000.0,Single-Family Home,12,69.0,Medium
New Market,MD,1986.0,2,3,1942.0,340000.0,Unknown,5,39.0,Medium
Middle River,MD,1942.0,1,2,950.0,225000.0,Apartment/Condo,21,83.0,Small
Stafford,VA,1990.0,3,4,2862.0,445000.0,Single-Family Home,39,35.0,Large
Beltsville,MD,1986.0,2,3,1942.0,41000.0,Unknown,8,39.0,Medium
Potomac,MD,1965.0,4,5,22162.880000000077,865000.0,Single-Family Home,36,60.0,Large
Westminster,MD,2021.0,4,4,3700.0,835000.0,Single-Family Home,9,4.0,Large
La Plata,MD,1995.0,4,5,3770.0,574900.0,Single-Family Home,16,30.0,Large
Springfield,VA,1965.0,3,5,2140.0,679000.0,Single-Family Home,52,60.0,Medium
BALTIMORE,MD,1986.0,2,3,1942.0,91500.0,Unknown,17,39.0,Medium
Washington,DC,1966.0,1,1,560.0,295000.0,Apartment/Condo,188,59.0,Small
Fredericksburg,VA,1967.0,2,4,2550.0,384900.0,Single-Family Home,26,58.0,Large
Glenelg,MD,1968.0,4,5,22162.880000000077,665000.0,Single-Family Home,1,57.0,Large
Baltimore,MD,1910.0,1,3,980.0,34953.92,Other,497,115.0,Small
Baltimore,MD,1920.0,1,2,1824.0,150000.0,Other,497,105.0,Medium
Waldorf,MD,1989.0,2,4,19123.0,420000.0,Single-Family Home,112,36.0,Large
Haymarket,VA,2008.0,3,2,1282.0,320000.0,Townhouse,41,17.0,Small
Glen Burnie,MD,1976.0,1,3,1700.0,305000.0,Single-Family Home,28,49.0,Medium
Annapolis,MD,1960.0,2,3,22162.880000000077,585000.0,Single-Family Home,44,65.0,Large
Upperco,MD,1996.0,2,4,16801.0,450000.0,Single-Family Home,1,29.0,Large
Upper Marlboro,MD,2016.0,4,3,2112.0,510000.0,Single-Family Home,124,9.0,Medium
Germantown,MD,2008.0,3,3,2418.0,399999.0,Single-Family Home,16,17.0,Medium
Baltimore,MD,1920.0,2,3,1942.0,110000.0,Unknown,497,105.0,Medium
Stafford,VA,1977.0,4,5,1728.0,400000.0,Single-Family Home,39,48.0,Medium
Nottingham,MD,1978.0,3,3,1798.0,350000.0,Single-Family Home,3,47.0,Medium
Fairfax,VA,1986.0,2,3,1942.0,650000.0,Unknown,110,39.0,Medium
Washington,DC,1966.0,1,2,900.0,360000.0,Apartment/Condo,188,59.0,Small
NOTTINGHAM,MD,1986.0,2,3,1942.0,425000.0,Unknown,1,39.0,Medium
Baltimore,MD,1928.0,2,3,908.0,250000.0,Other,497,97.0,Small
Herndon,VA,1985.0,3,3,2886.0,610000.0,Single-Family Home,23,40.0,Large
Arlington,VA,1952.0,1,3,1008.0,990000.0,Townhouse,262,73.0,Small
Oakton,VA,1977.0,3,4,2025.0,785000.0,Single-Family Home,7,48.0,Medium
Falls Church,VA,1946.0,1,4,1125.0,495000.0,Townhouse,76,79.0,Small
Baltimore,MD,1925.0,2,4,1584.0,225000.0,Townhouse,497,100.0,Medium
Bladensburg,MD,1951.0,2,4,1148.0,425000.0,Townhouse,2,74.0,Small
Waldorf,MD,2000.0,4,3,1452.0,380000.0,Townhouse,112,25.0,Medium
Washington,DC,1940.0,1,2,832.0,350000.0,Apartment/Condo,188,85.0,Small
King George,VA,1946.0,1,2,1050.0,245000.0,Townhouse,13,79.0,Small
Stafford,VA,1986.0,4,3,1216.0,70000.0,Townhouse,39,39.0,Small
Alexandria,VA,1977.0,2,2,1309.0,299000.0,Townhouse,307,48.0,Medium
Fredericksburg,VA,1997.0,5,6,3512.0,550000.0,Single-Family Home,26,28.0,Large
BALTIMORE,MD,1986.0,2,3,1942.0,275000.0,Unknown,17,39.0,Medium
Baltimore,MD,1985.0,3,3,2010.0,549500.0,Single-Family Home,497,40.0,Medium
Gainesville,VA,2004.0,4,4,2984.0,806000.0,Single-Family Home,37,21.0,Large
Owings Mills,MD,1980.0,1,3,1480.0,245000.0,Townhouse,18,45.0,Medium
Alexandria,VA,1967.0,1,1,849.0,190000.0,Apartment/Condo,307,58.0,Small
Baltimore,MD,1930.0,2,3,1853.0,524900.0,Unknown,497,95.0,Medium
Baltimore,MD,1920.0,3,3,1929.0,499900.0,Single-Family Home,497,105.0,Medium
Poolesville,MD,1988.0,3,4,22162.880000000077,749000.0,Single-Family Home,3,37.0,Large
Centreville,VA,1998.0,3,3,2058.0,500000.0,Single-Family Home,30,27.0,Medium
Frederick,MD,1968.0,3,4,22162.880000000077,695000.0,Single-Family Home,33,57.0,Large
Warrenton,VA,2019.0,5,5,5800.0,937000.0,Single-Family Home,16,6.0,Large
Temple Hills,MD,1952.0,1,3,1200.0,225000.0,Townhouse,6,73.0,Small
Cockeysville,MD,1982.0,4,5,22162.880000000077,695900.0,Single-Family Home,9,43.0,Large
Hyattsville,MD,2021.0,4,4,22162.880000000077,615000.0,Single-Family Home,90,4.0,Large
Washington,DC,1966.0,1,3,560.0,295000.0,Unknown,188,59.0,Small
Woodbridge,VA,1964.0,3,5,2066.0,429900.0,Single-Family Home,156,61.0,Medium
Alexandria,VA,1984.0,1,2,942.0,237000.0,Apartment/Condo,307,41.0,Small
Falls Church,VA,1961.0,3,5,1804.0,1300000.0,Single-Family Home,76,64.0,Medium
Perry Hall,MD,1993.0,3,3,1680.0,261900.0,Townhouse,9,32.0,Medium
Luthvle Timon,MD,1957.0,2,3,1740.0,475000.0,Single-Family Home,1,68.0,Medium
Lutherville Timonium,MD,1961.0,3,6,2850.0,574900.0,Single-Family Home,21,64.0,Large
Baltimore,MD,1947.0,2,3,1300.0,99000.0,Townhouse,497,78.0,Medium
Baltimore,MD,1986.0,2,2,2279.0,150000.0,Other,497,39.0,Medium
Washington,DC,2019.0,1,1,570.0,390000.0,Apartment/Condo,188,6.0,Small
Arlington,VA,1920.0,2,3,1184.0,725000.0,Townhouse,262,105.0,Small
Bethesda,MD,1955.0,3,3,1250.0,699900.0,Townhouse,96,70.0,Small
Columbia,MD,1996.0,4,6,22162.880000000077,795000.0,Single-Family Home,50,29.0,Large
Ashburn,VA,2019.0,2,3,2580.0,635000.0,Single-Family Home,104,6.0,Large
Mechanicsville,MD,1925.0,5,5,22162.880000000077,899000.0,Single-Family Home,9,100.0,Large
Pikesville,MD,1994.0,2,2,1200.0,275000.0,Townhouse,6,31.0,Small
Vienna,VA,1999.0,2,3,2200.0,810000.0,Single-Family Home,79,26.0,Medium
Baltimore,MD,1915.0,2,3,808.0,85000.0,Unknown,497,110.0,Small
"Washington,",DC,1951.0,2,4,1356.0,599000.0,Townhouse,2,74.0,Medium
Baltimore,MD,1907.0,1,3,816.0,145000.0,Other,497,118.0,Small
Alexandria,VA,1965.0,1,1,624.0,140000.0,Apartment/Condo,307,60.0,Small
Gainesville,VA,2005.0,5,4,4555.0,805000.0,Single-Family Home,37,20.0,Large
Baltimore,MD,1935.0,4,5,2422.0,249900.0,Single-Family Home,497,90.0,Medium
Savage,MD,1999.0,2,5,1454.0,80000.0,Other,1,26.0,Medium
Washington,DC,2008.0,1,1,652.0,498390.0,Apartment/Condo,188,17.0,Small
Woodbridge,VA,1977.0,1,2,812.0,195600.0,Apartment/Condo,156,48.0,Small
Chesapeake Beach,MD,1998.0,4,3,1978.0,565000.0,Single-Family Home,6,27.0,Medium
Baltimore,MD,1957.0,2,3,1568.0,450000.0,Townhouse,497,68.0,Medium
Baltimore,MD,1920.0,2,5,1300.0,45000.0,Other,497,105.0,Medium
Leesburg,VA,2000.0,4,3,2320.0,460000.0,Single-Family Home,78,25.0,Medium
Bowie,MD,2000.0,4,3,1700.0,418000.0,Single-Family Home,110,25.0,Medium
Fairfax,VA,1961.0,2,3,1260.0,600000.0,Townhouse,110,64.0,Small
Baltimore,MD,1920.0,1,2,1184.0,52000.0,Townhouse,497,105.0,Small
Washington,DC,1957.0,2,3,1160.0,329000.0,Townhouse,188,68.0,Small
Olney,MD,1989.0,4,5,22162.880000000077,1150000.0,Single-Family Home,15,36.0,Large
Laurel,MD,1989.0,3,4,1753.0,455000.0,Single-Family Home,65,36.0,Medium
Harpers Ferry,WV,1986.0,2,3,1942.0,75000.0,Unknown,16,39.0,Medium
Alexandria,VA,1879.36,2,2,1008.0,795995.0,Townhouse,307,145.6400000000001,Small
Dundalk,MD,1929.0,1,3,1040.0,200000.0,Townhouse,14,96.0,Small
Baltimore,MD,1956.0,2,3,2268.0,204000.0,Single-Family Home,497,69.0,Medium
Pasadena,MD,1997.0,2,3,14000.0,409000.0,Single-Family Home,22,28.0,Large
Fredericksburg,VA,2006.0,5,5,4820.0,699000.0,Single-Family Home,26,19.0,Large
Knoxville,MD,2012.0,4,5,22162.880000000077,849900.0,Single-Family Home,2,13.0,Large
Mechanicsville,MD,1995.0,3,3,22162.880000000077,468900.0,Single-Family Home,9,30.0,Large
Baltimore,MD,1941.0,2,3,1500.0,170000.0,Townhouse,497,84.0,Medium
Manassas,VA,1986.0,3,3,1960.0,599000.0,Single-Family Home,97,39.0,Medium
Upper Marlboro,MD,1980.0,3,4,19950.0,425000.0,Single-Family Home,124,45.0,Large
Westminster,MD,2000.0,2,3,15483.0,419000.0,Single-Family Home,9,25.0,Large
Woodbridge,VA,1972.0,2,3,1170.0,285000.0,Townhouse,156,53.0,Small
Chesapeake Beach,MD,1986.0,2,3,1942.0,75000.0,Unknown,6,39.0,Medium
Gaithersburg,MD,1965.0,3,4,22162.880000000077,1030000.0,Single-Family Home,94,60.0,Large
Frederick,MD,1990.0,2,2,1652.0,262900.0,Townhouse,33,35.0,Medium
Sykesville,MD,2005.0,4,5,3765.0,847000.0,Single-Family Home,6,20.0,Large
Upper Marlboro,MD,1963.0,3,4,2200.0,390000.0,Single-Family Home,124,62.0,Medium
Stevensville,MD,1994.0,2,3,20720.0,414000.0,Single-Family Home,12,31.0,Large
Woodbridge,VA,2010.0,4,3,2351.0,460000.0,Single-Family Home,156,15.0,Medium
Stafford,VA,2018.0,3,4,3716.0,745900.0,Single-Family Home,39,7.0,Large
Halethorpe,MD,1969.0,3,4,1744.0,299900.0,Single-Family Home,7,56.0,Medium
Temple Hills,MD,1952.0,2,3,1382.0,395000.0,Townhouse,6,73.0,Medium
Woodbridge,VA,2005.0,2,2,1688.0,323000.0,Townhouse,156,20.0,Medium
Triangle,VA,2005.0,5,5,6800.0,830000.0,Single-Family Home,10,20.0,Large
